t,theta,omega
7.79000000,-0.06537009,0.00499265
7.80000000,-0.06532017,0.00641076
7.81000000,-0.06525606,0.00780612
7.82000000,-0.06517800,0.00917943
7.83000000,-0.06508620,0.01053145
7.84000000,-0.06498089,0.01186293
7.85000000,-0.06486226,0.01317465
7.86000000,-0.06473051,0.01446739
7.87000000,-0.06458584,0.01574198
7.88000000,-0.06442842,0.01699924
7.89000000,-0.06425843,0.01824000
7.90000000,-0.06407603,0.01946511
7.91000000,-0.06388138,0.02067544
7.92000000,-0.06367462,0.02187183
7.93000000,-0.06345590,0.02305516
7.94000000,-0.06322535,0.02422631
7.95000000,-0.06298309,0.02538616
7.96000000,-0.06272923,0.02653556
7.97000000,-0.06246387,0.02767541
7.98000000,-0.06218712,0.02880658
7.99000000,-0.06189905,0.02992993
8.00000000,-0.06159975,0.03104633
8.01000000,-0.06128929,0.03215663
8.02000000,-0.06096772,0.03326168
8.03000000,-0.06063511,0.03436231
8.04000000,-0.06029148,0.03545935
8.05000000,-0.05993689,0.03655360
8.06000000,-0.05957135,0.03764587
8.07000000,-0.05919489,0.03873693
8.08000000,-0.05880753,0.03982754
8.09000000,-0.05840925,0.04091844
8.10000000,-0.05800007,0.04201034
8.11000000,-0.05757996,0.04310396
8.12000000,-0.05714892,0.04419996
8.13000000,-0.05670692,0.04529899
8.14000000,-0.05625393,0.04640168
8.15000000,-0.05578992,0.04750862
8.16000000,-0.05531483,0.04862037
8.17000000,-0.05482863,0.04973749
8.18000000,-0.05433125,0.05086048
8.19000000,-0.05382265,0.05198980
8.20000000,-0.05330275,0.05312592
8.21000000,-0.05277149,0.05426924
8.22000000,-0.05222880,0.05542013
8.23000000,-0.05167460,0.05657894
8.24000000,-0.05110881,0.05774597
8.25000000,-0.05053135,0.05892149
8.26000000,-0.04994213,0.06010573
8.27000000,-0.04934107,0.06129890
8.28000000,-0.04872809,0.06250113
8.29000000,-0.04810307,0.06371255
8.30000000,-0.04746595,0.06493323
8.31000000,-0.04681662,0.06616321
8.32000000,-0.04615498,0.06740248
8.33000000,-0.04548096,0.06865101
8.34000000,-0.04479445,0.06990869
8.35000000,-0.04409536,0.07117541
8.36000000,-0.04338361,0.07245100
8.37000000,-0.04265910,0.07373524
8.38000000,-0.04192175,0.07502788
8.39000000,-0.04117147,0.07632862
8.40000000,-0.04040818,0.07763715
8.41000000,-0.03963181,0.07895306
8.42000000,-0.03884228,0.08027595
8.43000000,-0.03803952,0.08160536
8.44000000,-0.03722347,0.08294079
8.45000000,-0.03639406,0.08428169
8.46000000,-0.03555124,0.08562749
8.47000000,-0.03469497,0.08697756
8.48000000,-0.03382519,0.08833125
8.49000000,-0.03294188,0.08968785
8.50000000,-0.03204500,0.09104663
8.51000000,-0.03113453,0.09240682
8.52000000,-0.03021047,0.09376760
8.53000000,-0.02927279,0.09512813
8.54000000,-0.02832151,0.09648752
8.55000000,-0.02735663,0.09784486
8.56000000,-0.02637818,0.09919921
8.57000000,-0.02538619,0.10054956
8.58000000,-0.02438070,0.10189492
8.59000000,-0.02336175,0.10323424
8.60000000,-0.02232941,0.10456644
8.61000000,-0.02128374,0.10589042
8.62000000,-0.02022484,0.10720505
8.63000000,-0.01915279,0.10850917
8.64000000,-0.01806769,0.10980160
8.65000000,-0.01696968,0.11108114
8.66000000,-0.01585887,0.11234655
8.67000000,-0.01473540,0.11359659
8.68000000,-0.01359944,0.11482999
8.69000000,-0.01245114,0.11604547
8.70000000,-0.01129068,0.11724171
8.71000000,-0.01011826,0.11841741
8.72000000,-0.00893409,0.11957121
8.73000000,-0.00773838,0.12070179
8.74000000,-0.00653136,0.12180778
8.75000000,-0.00531328,0.12288781
8.76000000,-0.00408440,0.12394050
8.77000000,-0.00284500,0.12496449
8.78000000,-0.00159535,0.12595837
8.79000000,-0.00033577,0.12692076
8.80000000,0.00093344,0.12785027
8.81000000,0.00221194,0.12874550
8.82000000,0.00349940,0.12960507
8.83000000,0.00479545,0.13042758
8.84000000,0.00609972,0.13121166
8.85000000,0.00741184,0.13195592
8.86000000,0.00873140,0.13265900
8.87000000,0.01005799,0.13331954
8.88000000,0.01139118,0.13393619
8.89000000,0.01273054,0.13450762
8.90000000,0.01407562,0.13503251
8.91000000,0.01542595,0.13550955
8.92000000,0.01678104,0.13593745
8.93000000,0.01814042,0.13631495
8.94000000,0.01950357,0.13664081
8.95000000,0.02086997,0.13691380
8.96000000,0.02223911,0.13713272
8.97000000,0.02361044,0.13729640
8.98000000,0.02498340,0.13740368
8.99000000,0.02635744,0.13745346
9.00000000,0.02773197,0.13744464
9.01000000,0.02910642,0.13737617
9.02000000,0.03048018,0.13724703
9.03000000,0.03185265,0.13705622
9.04000000,0.03322321,0.13680279
9.05000000,0.03459124,0.13648583
9.06000000,0.03595610,0.13610445
9.07000000,0.03731715,0.13565783
9.08000000,0.03867372,0.13514515
9.09000000,0.04002518,0.13456567
9.10000000,0.04137083,0.13391868
9.11000000,0.04271002,0.13320350
9.12000000,0.04404205,0.13241952
9.13000000,0.04536625,0.13156616
9.14000000,0.04668191,0.13064288
9.15000000,0.04798834,0.12964922
9.16000000,0.04928483,0.12858474
9.17000000,0.05057068,0.12744906
9.18000000,0.05184517,0.12624184
9.19000000,0.05310759,0.12496283
9.20000000,0.05435722,0.12361178
9.21000000,0.05559333,0.12218853
9.22000000,0.05681522,0.12069297
9.23000000,0.05802215,0.11912502
9.24000000,0.05921340,0.11748468
9.25000000,0.06038825,0.11577201
9.26000000,0.06154597,0.11398710
9.27000000,0.06268584,0.11213011
9.28000000,0.06380714,0.11020126
9.29000000,0.06490915,0.10820083
9.30000000,0.06599116,0.10612915
9.31000000,0.06705245,0.10398661
9.32000000,0.06809232,0.10177364
9.33000000,0.06911005,0.09949077
9.34000000,0.07010496,0.09713855
9.35000000,0.07107635,0.09471760
9.36000000,0.07202352,0.09222860
9.37000000,0.07294581,0.08967228
9.38000000,0.07384253,0.08704944
9.39000000,0.07471303,0.08436093
9.40000000,0.07555663,0.08160764
9.41000000,0.07637271,0.07879055
9.42000000,0.07716062,0.07591068
9.43000000,0.07791972,0.07296909
9.44000000,0.07864941,0.06996693
9.45000000,0.07934908,0.06690537
9.46000000,0.08001814,0.06378565
9.47000000,0.08065599,0.06060906
9.48000000,0.08126208,0.05737695
9.49000000,0.08183585,0.05409072
9.50000000,0.08237676,0.05075182
9.51000000,0.08288428,0.04736174
9.52000000,0.08335790,0.04392202
9.53000000,0.08379712,0.04043428
9.54000000,0.08420146,0.03690015
9.55000000,0.08457046,0.03332132
9.56000000,0.08490367,0.02969954
9.57000000,0.08520067,0.02603658
9.58000000,0.08546104,0.02233426
9.59000000,0.08568438,0.01859446
9.60000000,0.08587032,0.01481909
9.61000000,0.08601851,0.01101009
9.62000000,0.08612861,0.00716945
9.63000000,0.08620031,0.00329919
9.64000000,0.08623330,-0.00059863
9.65000000,0.08622731,-0.00452190
9.66000000,0.08618210,-0.00846851
9.67000000,0.08609741,-0.01243630
9.68000000,0.08597305,-0.01642307
9.69000000,0.08580882,-0.02042660
9.70000000,0.08560455,-0.02444466
9.71000000,0.08536010,-0.02847496
9.72000000,0.08507535,-0.03251522
9.73000000,0.08475020,-0.03656312
9.74000000,0.08438457,-0.04061632
9.75000000,0.08397841,-0.04467245
9.76000000,0.08353168,-0.04872916
9.77000000,0.08304439,-0.05278404
9.78000000,0.08251655,-0.05683470
9.79000000,0.08194820,-0.06087872
9.80000000,0.08133942,-0.06491366
9.81000000,0.08069028,-0.06893711
9.82000000,0.08000091,-0.07294660
9.83000000,0.07927144,-0.07693971
9.84000000,0.07850205,-0.08091397
9.85000000,0.07769291,-0.08486694
9.86000000,0.07684424,-0.08879617
9.87000000,0.07595628,-0.09269920
9.88000000,0.07502928,-0.09657359
9.89000000,0.07406355,-0.10041691
9.90000000,0.07305938,-0.10422672
9.91000000,0.07201711,-0.10800060
9.92000000,0.07093711,-0.11173615
9.93000000,0.06981974,-0.11543097
9.94000000,0.06866543,-0.11908267
9.95000000,0.06747461,-0.12268890
9.96000000,0.06624772,-0.12624731
9.97000000,0.06498525,-0.12975558
9.98000000,0.06368769,-0.13321141
9.99000000,0.06235558,-0.13661251
10.00000000,0.06098945,-0.13995665
10.01000000,0.05958988,-0.14324159
10.02000000,0.05815747,-0.14646515
10.03000000,0.05669282,-0.14962517
10.04000000,0.05519656,-0.15271952
10.05000000,0.05366937,-0.15574610
10.06000000,0.05211191,-0.15870286
10.07000000,0.05052488,-0.16158779
10.08000000,0.04890900,-0.16439890
10.09000000,0.04726501,-0.16713426
10.10000000,0.04559367,-0.16979197
10.11000000,0.04389575,-0.17237020
10.12000000,0.04217205,-0.17486713
10.13000000,0.04042338,-0.17728101
10.14000000,0.03865057,-0.17961014
10.15000000,0.03685447,-0.18185286
10.16000000,0.03503594,-0.18400757
10.17000000,0.03319586,-0.18607272
10.18000000,0.03133513,-0.18804680
10.19000000,0.02945467,-0.18992839
10.20000000,0.02755538,-0.19171610
10.21000000,0.02563822,-0.19340860
10.22000000,0.02370414,-0.19500463
10.23000000,0.02175409,-0.19650298
10.24000000,0.01978906,-0.19790250
10.25000000,0.01781003,-0.19920212
10.26000000,0.01581801,-0.20040082
10.27000000,0.01381401,-0.20149763
10.28000000,0.01179903,-0.20249166
10.29000000,0.00977411,-0.20338210
10.30000000,0.00774029,-0.20416817
10.31000000,0.00569861,-0.20484920
10.32000000,0.00365012,-0.20542454
10.33000000,0.00159587,-0.20589365
10.34000000,-0.00046306,-0.20625603
10.35000000,-0.00252562,-0.20651126
10.36000000,-0.00459074,-0.20665899
10.37000000,-0.00665733,-0.20669893
10.38000000,-0.00872432,-0.20663088
10.39000000,-0.01079063,-0.20645469
10.40000000,-0.01285517,-0.20617028
10.41000000,-0.01491687,-0.20577765
10.42000000,-0.01697465,-0.20527687
10.43000000,-0.01902742,-0.20466807
10.44000000,-0.02107410,-0.20395146
10.45000000,-0.02311362,-0.20312731
10.46000000,-0.02514489,-0.20219597
10.47000000,-0.02716685,-0.20115784
10.48000000,-0.02917843,-0.20001342
10.49000000,-0.03117856,-0.19876324
10.50000000,-0.03316619,-0.19740794
10.51000000,-0.03514027,-0.19594819
10.52000000,-0.03709975,-0.19438474
10.53000000,-0.03904360,-0.19271842
10.54000000,-0.04097079,-0.19095010
10.55000000,-0.04288029,-0.18908074
10.56000000,-0.04477109,-0.18711134
10.57000000,-0.04664221,-0.18504298
10.58000000,-0.04849264,-0.18287681
10.59000000,-0.05032141,-0.18061401
10.60000000,-0.05212755,-0.17825585
10.61000000,-0.05391010,-0.17580364
10.62000000,-0.05566814,-0.17325876
10.63000000,-0.05740073,-0.17062265
10.64000000,-0.05910695,-0.16789679
10.65000000,-0.06078592,-0.16508274
10.66000000,-0.06243675,-0.16218208
10.67000000,-0.06405857,-0.15919648
10.68000000,-0.06565054,-0.15612762
10.69000000,-0.06721181,-0.15297728
10.70000000,-0.06874158,-0.14974724
10.71000000,-0.07023906,-0.14643936
10.72000000,-0.07170345,-0.14305553
10.73000000,-0.07313401,-0.13959768
10.74000000,-0.07452998,-0.13606781
10.75000000,-0.07589066,-0.13246793
10.76000000,-0.07721534,-0.12880011
10.77000000,-0.07850334,-0.12506644
10.78000000,-0.07975401,-0.12126907
10.79000000,-0.08096670,-0.11741017
10.80000000,-0.08214080,-0.11349196
10.81000000,-0.08327572,-0.10951665
10.82000000,-0.08437088,-0.10548654
10.83000000,-0.08542575,-0.10140392
10.84000000,-0.08643979,-0.09727111
10.85000000,-0.08741250,-0.09309047
10.86000000,-0.08834340,-0.08886437
10.87000000,-0.08923205,-0.08459522
10.88000000,-0.09007800,-0.08028544
10.89000000,-0.09088085,-0.07593745
10.90000000,-0.09164023,-0.07155373
10.91000000,-0.09235577,-0.06713673
10.92000000,-0.09302713,-0.06268896
10.93000000,-0.09365402,-0.05821290
10.94000000,-0.09423615,-0.05371107
10.95000000,-0.09477326,-0.04918599
10.96000000,-0.09526512,-0.04464018
10.97000000,-0.09571152,-0.04007617
10.98000000,-0.09611229,-0.03549650
10.99000000,-0.09646725,-0.03090371
11.00000000,-0.09677629,-0.02630034
11.01000000,-0.09703929,-0.02168892
11.02000000,-0.09725618,-0.01707200
11.03000000,-0.09742690,-0.01245211
11.04000000,-0.09755142,-0.00783176
11.05000000,-0.09762974,-0.00321349
11.06000000,-0.09766187,0.00140021
11.07000000,-0.09764787,0.00600682
11.08000000,-0.09758780,0.01060386
11.09000000,-0.09748177,0.01518885
11.10000000,-0.09732988,0.01975934
11.11000000,-0.09713228,0.02431288
11.12000000,-0.09688915,0.02884705
11.13000000,-0.09660068,0.03335943
11.14000000,-0.09626709,0.03784765
11.15000000,-0.09588861,0.04230934
11.16000000,-0.09546552,0.04674215
11.17000000,-0.09499810,0.05114379
11.18000000,-0.09448666,0.05551194
11.19000000,-0.09393154,0.05984437
11.20000000,-0.09333310,0.06413882
11.21000000,-0.09269171,0.06839311
11.22000000,-0.09200778,0.07260506
11.23000000,-0.09128173,0.07677253
11.24000000,-0.09051400,0.08089343
11.25000000,-0.08970507,0.08496568
11.26000000,-0.08885541,0.08898724
11.27000000,-0.08796554,0.09295614
11.28000000,-0.08703598,0.09687040
11.29000000,-0.08606727,0.10072811
11.30000000,-0.08505999,0.10452740
11.31000000,-0.08401472,0.10826643
11.32000000,-0.08293205,0.11194341
11.33000000,-0.08181262,0.11555659
11.34000000,-0.08065705,0.11910427
11.35000000,-0.07946601,0.12258479
11.36000000,-0.07824016,0.12599653
11.37000000,-0.07698020,0.12933792
11.38000000,-0.07568682,0.13260746
11.39000000,-0.07436074,0.13580367
11.40000000,-0.07300271,0.13892513
11.41000000,-0.07161346,0.14197046
11.42000000,-0.07019375,0.14493835
11.43000000,-0.06874437,0.14782753
11.44000000,-0.06726609,0.15063678
11.45000000,-0.06575973,0.15336493
11.46000000,-0.06422608,0.15601087
11.47000000,-0.06266597,0.15857353
11.48000000,-0.06108023,0.16105192
11.49000000,-0.05946971,0.16344507
11.50000000,-0.05783526,0.16575209
11.51000000,-0.05617774,0.16797213
11.52000000,-0.05449802,0.17010440
11.53000000,-0.05279698,0.17214816
11.54000000,-0.05107549,0.17410273
11.55000000,-0.04933447,0.17596748
11.56000000,-0.04757479,0.17774185
11.57000000,-0.04579737,0.17942531
11.58000000,-0.04400312,0.18101741
11.59000000,-0.04219295,0.18251774
11.60000000,-0.04036777,0.18392594
11.61000000,-0.03852851,0.18524172
11.62000000,-0.03667609,0.18646484
11.63000000,-0.03481144,0.18759510
11.64000000,-0.03293549,0.18863239
11.65000000,-0.03104917,0.18957661
11.66000000,-0.02915340,0.19042774
11.67000000,-0.02724913,0.19118581
11.68000000,-0.02533727,0.19185090
11.69000000,-0.02341876,0.19242314
11.70000000,-0.02149453,0.19290272
11.71000000,-0.01956550,0.19328986
11.72000000,-0.01763260,0.19358486
11.73000000,-0.01569675,0.19378806
11.74000000,-0.01375887,0.19389984
11.75000000,-0.01181987,0.19392063
11.76000000,-0.00988067,0.19385093
11.77000000,-0.00794216,0.19369126
11.78000000,-0.00600525,0.19344220
11.79000000,-0.00407082,0.19310437
11.80000000,-0.00213978,0.19267845
11.81000000,-0.00021300,0.19216515
11.82000000,0.00170866,0.19156523
11.83000000,0.00362431,0.19087948
11.84000000,0.00553310,0.19010876
11.85000000,0.00743419,0.18925393
11.86000000,0.00932673,0.18831594
11.87000000,0.01120989,0.18729573
11.88000000,0.01308285,0.18619431
11.89000000,0.01494479,0.18501272
11.90000000,0.01679492,0.18375203
11.91000000,0.01863244,0.18241334
11.92000000,0.02045657,0.18099779
11.93000000,0.02226655,0.17950657
11.94000000,0.02406161,0.17794088
11.95000000,0.02584102,0.17630194
11.96000000,0.02760404,0.17459103
11.97000000,0.02934995,0.17280944
11.98000000,0.03107805,0.17095849
11.99000000,0.03278763,0.16903952
12.00000000,0.03447803,0.16705391
12.01000000,0.03614857,0.16500305
12.02000000,0.03779860,0.16288835
12.03000000,0.03942748,0.16071125
12.04000000,0.04103459,0.15847322
12.05000000,0.04261933,0.15617572
12.06000000,0.04418108,0.15382025
12.07000000,0.04571928,0.15140831
12.08000000,0.04723337,0.14894144
12.09000000,0.04872278,0.14642118
12.10000000,0.05018699,0.14384907
12.11000000,0.05162548,0.14122668
12.12000000,0.05303775,0.13855559
12.13000000,0.05442331,0.13583737
12.14000000,0.05578168,0.13307363
12.15000000,0.05711242,0.13026596
12.16000000,0.05841508,0.12741596
12.17000000,0.05968924,0.12452525
12.18000000,0.06093449,0.12159544
12.19000000,0.06215044,0.11862815
12.20000000,0.06333673,0.11562500
12.21000000,0.06449298,0.11258761
12.22000000,0.06561885,0.10951760
12.23000000,0.06671403,0.10641659
12.24000000,0.06777819,0.10328619
12.25000000,0.06881106,0.10012802
12.26000000,0.06981234,0.09694369
12.27000000,0.07078177,0.09373480
12.28000000,0.07171912,0.09050294
12.29000000,0.07262415,0.08724972
12.30000000,0.07349665,0.08397671
12.31000000,0.07433641,0.08068550
12.32000000,0.07514327,0.07737763
12.33000000,0.07591705,0.07405468
12.34000000,0.07665759,0.07071818
12.35000000,0.07736477,0.06736967
12.36000000,0.07803847,0.06401067
12.37000000,0.07867858,0.06064269
12.38000000,0.07928500,0.05726721
12.39000000,0.07985768,0.05388572
12.40000000,0.08039653,0.05049968
12.41000000,0.08090153,0.04711055
12.42000000,0.08137264,0.04371974
12.43000000,0.08180983,0.04032869
12.44000000,0.08221312,0.03693878
12.45000000,0.08258251,0.03355139
12.46000000,0.08291802,0.03016789
12.47000000,0.08321970,0.02678962
12.48000000,0.08348760,0.02341791
12.49000000,0.08372178,0.02005405
12.50000000,0.08392232,0.01669933
12.51000000,0.08408931,0.01335501
12.52000000,0.08422286,0.01002235
12.53000000,0.08432308,0.00670255
12.54000000,0.08439011,0.00339682
12.55000000,0.08442408,0.00010634
12.56000000,0.08442514,-0.00316774
12.57000000,0.08439346,-0.00642427
12.58000000,0.08432922,-0.00966215
12.59000000,0.08423260,-0.01288029
12.60000000,0.08410380,-0.01607762
12.61000000,0.08394302,-0.01925309
12.62000000,0.08375049,-0.02240568
12.63000000,0.08352643,-0.02553439
12.64000000,0.08327109,-0.02863824
12.65000000,0.08298471,-0.03171629
12.66000000,0.08266754,-0.03476759
12.67000000,0.08231987,-0.03779125
12.68000000,0.08194195,-0.04078638
12.69000000,0.08153409,-0.04375211
12.70000000,0.08109657,-0.04668761
12.71000000,0.08062969,-0.04959206
12.72000000,0.08013377,-0.05246467
12.73000000,0.07960913,-0.05530467
12.74000000,0.07905608,-0.05811131
12.75000000,0.07847497,-0.06088386
12.76000000,0.07786613,-0.06362162
12.77000000,0.07722991,-0.06632392
12.78000000,0.07656667,-0.06899008
12.79000000,0.07587677,-0.07161948
12.80000000,0.07516058,-0.07421150
12.81000000,0.07441846,-0.07676554
12.82000000,0.07365081,-0.07928103
12.83000000,0.07285800,-0.08175743
12.84000000,0.07204042,-0.08419418
12.85000000,0.07119848,-0.08659080
12.86000000,0.07033257,-0.08894678
12.87000000,0.06944310,-0.09126165
12.88000000,0.06853049,-0.09353496
12.89000000,0.06759514,-0.09576628
12.90000000,0.06663748,-0.09795520
12.91000000,0.06565792,-0.10010132
12.92000000,0.06465691,-0.10220427
12.93000000,0.06363487,-0.10426368
12.94000000,0.06259223,-0.10627923
12.95000000,0.06152944,-0.10825057
12.96000000,0.06044693,-0.11017741
12.97000000,0.05934516,-0.11205947
12.98000000,0.05822456,-0.11389645
12.99000000,0.05708560,-0.11568812
13.00000000,0.05592872,-0.11743423
13.01000000,0.05475438,-0.11913455
13.02000000,0.05356303,-0.12078888
13.03000000,0.05235514,-0.12239701
13.04000000,0.05113117,-0.12395877
13.05000000,0.04989158,-0.12547399
13.06000000,0.04863684,-0.12694252
13.07000000,0.04736742,-0.12836421
13.08000000,0.04608378,-0.12973894
13.09000000,0.04478639,-0.13106659
13.10000000,0.04347572,-0.13234707
13.11000000,0.04215225,-0.13358028
13.12000000,0.04081645,-0.13476614
13.13000000,0.03946879,-0.13590458
13.14000000,0.03810974,-0.13699556
13.15000000,0.03673978,-0.13803902
13.16000000,0.03535939,-0.13903493
13.17000000,0.03396905,-0.13998326
13.18000000,0.03256921,-0.14088400
13.19000000,0.03116037,-0.14173715
13.20000000,0.02974300,-0.14254270
13.21000000,0.02831757,-0.14330066
13.22000000,0.02688457,-0.14401107
13.23000000,0.02544446,-0.14467395
13.24000000,0.02399772,-0.14528932
13.25000000,0.02254482,-0.14585725
13.26000000,0.02108625,-0.14637778
13.27000000,0.01962247,-0.14685098
13.28000000,0.01815396,-0.14727690
13.29000000,0.01668119,-0.14765563
13.30000000,0.01520464,-0.14798724
13.31000000,0.01372477,-0.14827183
13.32000000,0.01224205,-0.14850947
13.33000000,0.01075695,-0.14870029
13.34000000,0.00926995,-0.14884437
13.35000000,0.00778151,-0.14894183
13.36000000,0.00629209,-0.14899279
13.37000000,0.00480216,-0.14899737
13.38000000,0.00331219,-0.14895570
13.39000000,0.00182263,-0.14886791
13.40000000,0.00033395,-0.14873413
13.41000000,-0.00115339,-0.14855452
13.42000000,-0.00263894,-0.14832922
13.43000000,-0.00412223,-0.14805838
13.44000000,-0.00560281,-0.14774216
13.45000000,-0.00708023,-0.14738072
13.46000000,-0.00855404,-0.14697423
13.47000000,-0.01002378,-0.14652285
13.48000000,-0.01148901,-0.14602678
13.49000000,-0.01294928,-0.14548617
13.50000000,-0.01440414,-0.14490123
13.51000000,-0.01585315,-0.14427214
13.52000000,-0.01729587,-0.14359910
13.53000000,-0.01873187,-0.14288230
13.54000000,-0.02016069,-0.14212194
13.55000000,-0.02158191,-0.14131824
13.56000000,-0.02299509,-0.14047141
13.57000000,-0.02439980,-0.13958166
13.58000000,-0.02579562,-0.13864922
13.59000000,-0.02718211,-0.13767432
13.60000000,-0.02855886,-0.13665718
13.61000000,-0.02992543,-0.13559804
13.62000000,-0.03128141,-0.13449715
13.63000000,-0.03262638,-0.13335476
13.64000000,-0.03395993,-0.13217111
13.65000000,-0.03528164,-0.13094647
13.66000000,-0.03659110,-0.12968110
13.67000000,-0.03788791,-0.12837528
13.68000000,-0.03917167,-0.12702927
13.69000000,-0.04044196,-0.12564336
13.70000000,-0.04169839,-0.12421784
13.71000000,-0.04294057,-0.12275300
13.72000000,-0.04416810,-0.12124915
13.73000000,-0.04538059,-0.11970660
13.74000000,-0.04657766,-0.11812566
13.75000000,-0.04775892,-0.11650665
13.76000000,-0.04892398,-0.11484990
13.77000000,-0.05007248,-0.11315576
13.78000000,-0.05120404,-0.11142456
13.79000000,-0.05231829,-0.10965667
13.80000000,-0.05341485,-0.10785244
13.81000000,-0.05449338,-0.10601225
13.82000000,-0.05555350,-0.10413647
13.83000000,-0.05659486,-0.10222548
13.84000000,-0.05761712,-0.10027970
13.85000000,-0.05861992,-0.09829952
13.86000000,-0.05960291,-0.09628535
13.87000000,-0.06056576,-0.09423763
13.88000000,-0.06150814,-0.09215679
13.89000000,-0.06242971,-0.09004327
13.90000000,-0.06333014,-0.08789753
13.91000000,-0.06420912,-0.08572004
13.92000000,-0.06506632,-0.08351126
13.93000000,-0.06590143,-0.08127169
13.94000000,-0.06671415,-0.07900183
13.95000000,-0.06750416,-0.07670218
13.96000000,-0.06827119,-0.07437327
13.97000000,-0.06901492,-0.07201562
13.98000000,-0.06973507,-0.06962979
13.99000000,-0.07043137,-0.06721633
14.00000000,-0.07110354,-0.06477580
14.01000000,-0.07175129,-0.06230880
14.02000000,-0.07237438,-0.05981590
14.03000000,-0.07297254,-0.05729772
14.04000000,-0.07354552,-0.05475488
14.05000000,-0.07409307,-0.05218800
14.06000000,-0.07461495,-0.04959774
14.07000000,-0.07511092,-0.04698474
14.08000000,-0.07558077,-0.04434968
14.09000000,-0.07602427,-0.04169324
14.10000000,-0.07644120,-0.03901613
14.11000000,-0.07683136,-0.03631904
14.12000000,-0.07719455,-0.03360270
14.13000000,-0.07753058,-0.03086786
14.14000000,-0.07783926,-0.02811526
14.15000000,-0.07812041,-0.02534566
14.16000000,-0.07837387,-0.02255985
14.17000000,-0.07859947,-0.01975861
14.18000000,-0.07879705,-0.01694276
14.19000000,-0.07896648,-0.01411311
14.20000000,-0.07910761,-0.01127049
14.21000000,-0.07922032,-0.00841574
14.22000000,-0.07930447,-0.00554974
14.23000000,-0.07935997,-0.00267334
14.24000000,-0.07938670,0.00021256
14.25000000,-0.07938458,0.00310706
14.26000000,-0.07935351,0.00600926
14.27000000,-0.07929342,0.00891824
14.28000000,-0.07920423,0.01183304
14.29000000,-0.07908590,0.01475273
14.30000000,-0.07893838,0.01767633
14.31000000,-0.07876161,0.02060289
14.32000000,-0.07855558,0.02353141
14.33000000,-0.07832027,0.02646089
14.34000000,-0.07805566,0.02939033
14.35000000,-0.07776176,0.03231870
14.36000000,-0.07743857,0.03524498
14.37000000,-0.07708612,0.03816813
14.38000000,-0.07670444,0.04108708
14.39000000,-0.07629357,0.04400079
14.40000000,-0.07585356,0.04690817
14.41000000,-0.07538448,0.04980816
14.42000000,-0.07488640,0.05269966
14.43000000,-0.07435940,0.05558157
14.44000000,-0.07380358,0.05845280
14.45000000,-0.07321906,0.06131222
14.46000000,-0.07260593,0.06415871
14.47000000,-0.07196435,0.06699116
14.48000000,-0.07129444,0.06980843
14.49000000,-0.07059635,0.07260938
14.50000000,-0.06987026,0.07539286
14.51000000,-0.06911633,0.07815774
14.52000000,-0.06833475,0.08090285
14.53000000,-0.06752572,0.08362704
14.54000000,-0.06668945,0.08632916
14.55000000,-0.06582616,0.08900804
14.56000000,-0.06493608,0.09166252
14.57000000,-0.06401946,0.09429144
14.58000000,-0.06307654,0.09689363
14.59000000,-0.06210760,0.09946792
14.60000000,-0.06111293,0.10201316
14.61000000,-0.06009279,0.10452818
14.62000000,-0.05904751,0.10701182
14.63000000,-0.05797739,0.10946292
14.64000000,-0.05688276,0.11188033
14.65000000,-0.05576396,0.11426289
14.66000000,-0.05462133,0.11660946
14.67000000,-0.05345524,0.11891890
14.68000000,-0.05226605,0.12119008
14.69000000,-0.05105415,0.12342186
14.70000000,-0.04981993,0.12561313
14.71000000,-0.04856380,0.12776277
14.72000000,-0.04728617,0.12986968
14.73000000,-0.04598747,0.13193277
14.74000000,-0.04466815,0.13395095
14.75000000,-0.04332864,0.13592315
14.76000000,-0.04196940,0.13784831
14.77000000,-0.04059092,0.13972538
14.78000000,-0.03919367,0.14155333
14.79000000,-0.03777813,0.14333114
14.80000000,-0.03634482,0.14505780
14.81000000,-0.03489425,0.14673233
14.82000000,-0.03342692,0.14835374
14.83000000,-0.03194338,0.14992109
14.84000000,-0.03044417,0.15143343
14.85000000,-0.02892984,0.15288984
14.86000000,-0.02740094,0.15428943
14.87000000,-0.02585805,0.15563131
14.88000000,-0.02430173,0.15691461
14.89000000,-0.02273259,0.15813852
14.90000000,-0.02115120,0.15930219
14.91000000,-0.01955818,0.16040485
14.92000000,-0.01795413,0.16144571
14.93000000,-0.01633967,0.16242404
14.94000000,-0.01471543,0.16333910
14.95000000,-0.01308204,0.16419021
14.96000000,-0.01144014,0.16497668
14.97000000,-0.00979037,0.16569789
14.98000000,-0.00813340,0.16635320
14.99000000,-0.00646986,0.16694203
15.00000000,-0.00480044,0.16746381
15.01000000,-0.00312581,0.16791802
15.02000000,-0.00144663,0.16830415
15.03000000,0.00023642,0.16862172
15.04000000,0.00192263,0.16887030
15.05000000,0.00361134,0.16904947
15.06000000,0.00530183,0.16915885
15.07000000,0.00699342,0.16919808
15.08000000,0.00868540,0.16916686
15.09000000,0.01037707,0.16906490
15.10000000,0.01206772,0.16889195
15.11000000,0.01375664,0.16864778
15.12000000,0.01544312,0.16833222
15.13000000,0.01712644,0.16794511
15.14000000,0.01880589,0.16748634
15.15000000,0.02048075,0.16695583
